Date,SMA
2022-12-09,143.0146
2022-12-08,143.6043
2022-12-07,144.3051
2022-12-06,144.8923
2022-12-05,145.1973
2022-12-02,145.6456
2022-12-01,145.692
2022-11-30,145.783
2022-11-29,146.8526
2022-11-28,147.3152
2022-11-25,147.3824
2022-11-23,146.684
2022-11-22,145.6016
2022-11-21,144.8384
2022-11-18,143.5484
2022-11-17,142.5386
2022-11-16,142.0833
2022-11-15,142.0406
2022-11-14,142.2984
2022-11-11,142.687
2022-11-10,142.8979
2022-11-09,143.5488
2022-11-08,144.7558
2022-11-07,145.688
2022-11-04,146.6598
2022-11-03,146.7135
2022-11-02,146.8083
2022-11-01,146.0923
2022-10-31,145.1458
2022-10-28,143.9527
2022-10-27,143.5688
2022-10-26,142.2779
2022-10-25,141.1104
2022-10-24,140.1048
2022-10-21,139.4371
2022-10-20,139.4046
2022-10-19,139.6799
2022-10-18,139.9153
2022-10-17,139.8699
2022-10-14,139.5881
2022-10-13,139.2891
2022-10-12,140.3855
2022-10-11,141.2254
2022-10-10,142.4926
2022-10-07,143.4045
2022-10-06,144.2581
2022-10-05,144.9065
2022-10-04,146.2156
2022-10-03,147.0417
2022-09-30,148.1371
2022-09-29,149.1171
2022-09-28,149.9609
2022-09-27,150.666
2022-09-26,151.3727
2022-09-23,152.3526
2022-09-22,152.775
2022-09-21,152.9981
2022-09-20,152.7499
2022-09-19,153.0528
2022-09-16,154.0832
2022-09-15,154.6191
2022-09-14,155.1771
2022-09-13,155.902
2022-09-12,156.0249
2022-09-09,157.1085
2022-09-08,158.4221
2022-09-07,159.6734
2022-09-06,160.8829
2022-09-02,162.1876
2022-09-01,163.4982
2022-08-31,165.1867
2022-08-30,166.4169
2022-08-29,167.468
2022-08-26,168.4919
2022-08-25,168.4178
2022-08-24,168.5442
2022-08-23,168.5797
2022-08-22,168.2777
2022-08-19,167.9501
2022-08-18,166.9809
2022-08-17,166.1938
2022-08-16,164.9944
2022-08-15,163.7211
2022-08-12,162.6618
2022-08-11,161.7929
2022-08-10,160.4805
2022-08-09,158.9694
2022-08-08,157.7884
2022-08-05,156.5475
2022-08-04,155.7544
2022-08-03,154.6206
2022-08-02,153.6627
2022-08-01,152.4623
2022-07-29,151.4502
2022-07-28,150.3208
2022-07-27,149.0494
2022-07-26,148.1043
2022-07-25,147.4632
2022-07-22,146.6413
2022-07-21,145.6434
2022-07-20,144.5387
2022-07-19,143.5763
2022-07-18,142.576
2022-07-15,141.1273
2022-07-14,139.8924
2022-07-13,139.24
2022-07-12,139.1552
2022-07-11,138.8532
2022-07-08,138.2845
2022-07-07,137.4523
2022-07-06,136.6146
2022-07-05,135.8325
2022-07-01,135.0732
2022-06-30,134.6829
2022-06-29,134.3912
2022-06-28,133.9645
2022-06-27,133.0519
2022-06-24,132.8139
2022-06-23,133.5215
2022-06-22,134.6805
2022-06-21,135.6221
2022-06-17,136.9634
2022-06-16,138.6226
2022-06-15,140.1748
2022-06-14,141.7132
2022-06-13,143.2841
2022-06-10,144.518
2022-06-09,144.2332
2022-06-08,143.3807
2022-06-07,142.6144
2022-06-06,141.9684
2022-06-03,141.1859
2022-06-02,140.4941
2022-06-01,140.3975
2022-05-31,140.295
2022-05-27,139.9481
2022-05-26,139.8693
2022-05-25,140.3995
2022-05-24,141.8847
2022-05-23,143.3349
2022-05-20,145.0236
2022-05-19,146.6911
2022-05-18,149.0298
2022-05-17,150.2703
2022-05-16,151.163
2022-05-13,152.2403
2022-05-12,153.9171
2022-05-11,155.5183
2022-05-10,155.7334
2022-05-09,156.3733
2022-05-06,156.9606
2022-05-05,157.9666
2022-05-04,158.4645
2022-05-03,159.359
2022-05-02,160.0351
2022-04-29,160.7446
2022-04-28,161.6087
2022-04-27,162.4097
2022-04-26,163.6014
2022-04-25,164.2372
2022-04-22,165.2862
2022-04-21,165.7487
2022-04-20,166.0882
2022-04-19,166.9483
2022-04-18,167.8881
2022-04-14,168.883
2022-04-13,169.5935
2022-04-12,170.6918
2022-04-11,171.545
2022-04-08,171.8855
2022-04-07,172.0921
2022-04-06,172.0823
2022-04-05,171.6523
2022-04-04,170.4723
2022-04-01,169.3839
2022-03-31,168.0535
2022-03-30,166.1611
2022-03-29,164.0453
2022-03-28,161.5073
2022-03-25,159.4683
2022-03-24,157.9971
2022-03-23,156.9284
2022-03-22,156.2872
2022-03-21,155.6289
2022-03-18,155.6141
2022-03-17,156.0058
2022-03-16,156.9761
2022-03-15,157.6984
2022-03-14,159.0559
2022-03-11,160.1985
2022-03-10,160.6817
2022-03-09,159.9318
2022-03-08,160.3318
2022-03-07,160.938
2022-03-04,161.5737
2022-03-03,162.2173
2022-03-02,162.5499
2022-03-01,163.1975
2022-02-28,163.4607
2022-02-25,164.373
2022-02-24,165.3866
2022-02-23,167.6962
2022-02-22,168.3054
2022-02-18,169.0808
2022-02-17,169.2639
