Date,SMA
2022-09-14,253.9072
2022-09-13,255.1939
2022-09-12,255.8803
2022-09-09,257.1826
2022-09-08,258.8306
2022-09-07,260.5834
2022-09-06,262.7121
2022-09-02,265.2463
2022-09-01,267.9102
2022-08-31,270.977
2022-08-30,273.3613
2022-08-29,275.7799
2022-08-26,278.1821
2022-08-25,279.0425
2022-08-24,280.3059
2022-08-23,281.4954
2022-08-22,281.7506
2022-08-19,281.8845
2022-08-18,280.8717
2022-08-17,279.9917
2022-08-16,278.6631
2022-08-15,277.1007
2022-08-12,275.8129
2022-08-11,274.7595
2022-08-10,272.6978
2022-08-09,270.0586
2022-08-08,268.1259
2022-08-05,265.8731
2022-08-04,264.514
2022-08-03,262.3633
2022-08-02,260.7159
2022-08-01,258.9156
2022-07-29,257.1499
2022-07-28,255.0022
2022-07-27,253.1281
2022-07-26,252.0562
2022-07-25,252.6444
2022-07-22,253.0993
2022-07-21,253.0553
2022-07-20,253.5761
2022-07-19,253.9523
2022-07-18,253.814
2022-07-15,253.4857
2022-07-14,253.6157
2022-07-13,254.3016
2022-07-12,255.6491
2022-07-11,255.8762
2022-07-08,255.5008
2022-07-07,254.5999
2022-07-06,253.3072
2022-07-05,251.9886
2022-07-01,250.8688
2022-06-30,249.8516
2022-06-29,248.9976
2022-06-28,247.656
2022-06-27,245.8122
2022-06-24,245.0672
2022-06-23,245.6507
2022-06-22,247.2278
2022-06-21,248.6685
2022-06-17,250.7991
2022-06-16,253.3015
2022-06-15,255.1063
2022-06-14,257.7332
2022-06-13,260.5346
2022-06-10,262.8182
2022-06-09,262.9833
2022-06-08,262.0414
2022-06-07,260.691
2022-06-06,259.602
2022-06-03,258.1539
2022-06-02,256.5504
2022-06-01,256.4088
2022-05-31,255.4578
2022-05-27,254.1672
2022-05-26,253.0185
2022-05-25,252.5096
2022-05-24,253.1832
2022-05-23,254.467
2022-05-20,255.8264
2022-05-19,257.4774
2022-05-18,260.5011
2022-05-17,262.348
2022-05-16,264.0879
2022-05-13,265.8186
2022-05-12,268.8656
2022-05-11,271.5456
2022-05-10,273.1462
