Date,EMA
2021-11-09,320.3786
2021-11-08,318.8374
2021-11-05,316.9121
2021-11-04,314.2978
2021-11-03,312.3152
2021-11-02,309.6741
2021-11-01,307.2207
2021-10-29,303.9966
2021-10-28,301.6149
2021-10-27,298.6619
2021-10-26,296.849
2021-10-25,295.712
2021-10-22,294.6762
2021-10-21,293.1858
2021-10-20,292.0611
2021-10-19,290.2464
2021-10-18,288.2143
2021-10-15,286.7617
2021-10-14,285.2516
2021-10-13,284.0813
2021-10-12,283.5788
2021-10-11,282.8718
2021-10-08,282.5298
2021-10-07,281.4
2021-10-06,280.2444
2021-10-05,280.8592
2021-10-04,281.9846
2021-10-01,282.6365
2021-09-30,284.5721
2021-09-29,286.1636
2021-09-28,288.2405
2021-09-27,289.7658
2021-09-24,290.2611
2021-09-23,290.4155
2021-09-22,290.4715
2021-09-21,290.9973
2021-09-20,291.8634
2021-09-17,292.7838
2021-09-16,292.2171
2021-09-15,291.6129
2021-09-14,290.9824
2021-09-13,291.0101
2021-09-10,291.4777
2021-09-09,291.8625
2021-09-08,291.8139
2021-09-07,291.9789
2021-09-03,291.9162
2021-09-02,291.8429
2021-09-01,291.4922
2021-08-31,290.9201
2021-08-30,289.8853
2021-08-27,289.3337
2021-08-26,289.1186
2021-08-25,288.4236
2021-08-24,286.8599
2021-08-23,284.7934
2021-08-20,282.6507
2021-08-19,280.7924
2021-08-18,280.9003
2021-08-17,280.31
2021-08-16,279.6344
2021-08-13,278.6364
2021-08-12,278.2156
2021-08-11,278.315
2021-08-10,278.3115
2021-08-09,277.9649
2021-08-06,277.3367
2021-08-05,276.837
2021-08-04,276.5762
2021-08-03,276.3995
2021-08-02,276.3559
2021-07-30,276.1002
2021-07-29,276.0439
2021-07-28,275.7458
2021-07-27,274.7881
2021-07-26,273.5228
2021-07-23,272.069
2021-07-22,270.6431
2021-07-21,269.6605
2021-07-20,269.5224
2021-07-19,269.542
2021-07-16,269.3714
2021-07-15,268.4874
2021-07-14,267.422
2021-07-13,266.0456
2021-07-12,265.4024
2021-07-09,264.2638
2021-07-08,263.6122
2021-07-07,262.5618
2021-07-06,260.7396
2021-07-02,258.8074
2021-07-01,257.5679
2021-06-30,256.7442
2021-06-29,255.5049
2021-06-28,254.3831
2021-06-25,253.5893
2021-06-24,252.6093
2021-06-23,251.4267
2021-06-22,250.0179
2021-06-21,249.0001
2021-06-18,248.3808
2021-06-17,247.6647
2021-06-16,247.5573
2021-06-15,246.7077
2021-06-14,245.5886
2021-06-11,244.6246
2021-06-10,243.4281
2021-06-09,242.7615
2021-06-08,242.05
2021-06-07,240.8897
2021-06-04,240.5871
2021-06-03,240.6953
2021-06-02,241.3746
2021-06-01,241.5792
2021-05-28,241.1606
2021-05-27,240.6996
2021-05-26,240.0985
2021-05-25,239.3078
2021-05-24,238.2684
2021-05-21,237.856
2021-05-20,237.3993
2021-05-19,237.6175
2021-05-18,238.8855
2021-05-17,239.0584
2021-05-14,239.2095
2021-05-13,239.6037
2021-05-12,240.8965
2021-05-11,242.3982
2021-05-10,243.7213
2021-05-07,243.9804
2021-05-06,244.022
2021-05-05,245.2977
2021-05-04,246.296
2021-05-03,247.1058
2021-04-30,247.5734
2021-04-29,248.9314
2021-04-28,249.3621
2021-04-27,249.7558
2021-04-26,249.0537
2021-04-23,248.1795
2021-04-22,247.9232
2021-04-21,247.1093
2021-04-20,246.3875
2021-04-19,245.7458
2021-04-16,244.4524
2021-04-15,243.0262
2021-04-14,241.6138
2021-04-13,239.9854
2021-04-12,238.042
2021-04-09,236.214
2021-04-08,234.3751
2021-04-07,232.1491
2021-04-06,230.494
2021-04-05,228.5142
2021-04-01,227.1365
2021-03-31,226.3743
2021-03-30,226.6374
2021-03-29,226.8268
2021-03-26,226.3997
2021-03-25,226.9606
2021-03-24,226.8405
2021-03-23,226.1468
2021-03-22,225.3764
2021-03-19,225.9849
2021-03-18,226.5675
2021-03-17,226.9487
2021-03-16,226.6433
2021-03-15,226.2421
2021-03-12,226.0354
2021-03-11,225.9868
2021-03-10,225.7232
2021-03-09,224.9629
2021-03-08,224.9187
2021-03-05,225.1892
2021-03-04,225.9181
2021-03-03,227.4065
2021-03-02,228.0611
2021-03-01,227.8182
2021-02-26,227.7597
2021-02-25,228.6282
2021-02-24,229.5704
2021-02-23,231.1668
2021-02-22,233.0503
2021-02-19,233.8279
2021-02-18,233.4183
2021-02-17,233.3366
2021-02-16,233.3399
2021-02-12,232.6673
2021-02-11,232.0803
2021-02-10,231.1813
2021-02-09,230.0355
2021-02-08,229.3059
2021-02-05,228.1398
2021-02-04,226.9118
2021-02-03,225.3188
2021-02-02,224.0341
2021-02-01,222.0931
2021-01-29,221.0584
2021-01-28,219.5944
2021-01-27,217.8865
2021-01-26,215.2868
2021-01-25,213.4256
2021-01-22,211.7381
2021-01-21,210.1129
2021-01-20,208.6368
2021-01-19,208.3332
2021-01-15,208.8088
2021-01-14,209.4395
2021-01-13,209.698
2021-01-12,210.4191
2021-01-11,210.7688
2021-01-08,210.7739
2021-01-07,210.7351
2021-01-06,211.6823
2021-01-05,213.241
2021-01-04,214.0548
2020-12-31,213.9198
2020-12-30,213.9328
2020-12-29,213.1919
2020-12-28,212.0548
2020-12-24,211.0638
2020-12-23,210.5021
2020-12-22,209.4533
2020-12-21,208.2615
2020-12-18,207.9066
2020-12-17,207.25
2020-12-16,206.173
2020-12-15,205.9543
2020-12-14,205.598
2020-12-11,205.6052
2020-12-10,206.2678
2020-12-09,206.7089
2020-12-08,206.5214
2020-12-07,206.5473
2020-12-04,206.4932
2020-12-03,206.4592
2020-12-02,206.3341
2020-12-01,206.1233
2020-11-30,205.9449
2020-11-27,205.8148
2020-11-25,205.4951
2020-11-24,205.0485
2020-11-23,205.686
2020-11-20,206.1736
2020-11-19,206.5016
2020-11-18,207.0783
2020-11-17,207.2966
